Date,Plant,ProductionLine,ProductionShift,ProductType,BottlesProduced,BottlesDamaged,BottlesFilled,Warehouse,UnitsDispatched,DispatchRegion,TransportMode,SalesChannel,RevenueAED,CostAED,MachineDowntimeMin,EnergyConsumptionkWh,WaterUsageLiters,TemperatureC
3/18/2024,Abu Dhabi Main,Line A,Night,5 Gallon,764,5,759,Dubai Hub,407,Abu Dhabi,Company Truck,Retail,8140,4884.5,6,44.09,11456.77,25.5
3/18/2024,Abu Dhabi Main,Line A,Night,330ml,3482,67,3415,Mussafah,1998,Dubai,Company Truck,Retail,2797.2,1405.3,11,50.63,5192.97,26.7
3/18/2024,Abu Dhabi Main,Line A,Night,500ml,3855,59,3796,Mussafah,2190,Abu Dhabi,Third-party Logistics,Retail,3942,1976.9,9,61.12,5741.64,25.4
3/18/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,818,6,812,Mussafah,436,Abu Dhabi,Third-party Logistics,Retail,8720,5232.6,6,56.12,12281.49,26.1
3/18/2024,Abu Dhabi Main,Line B,Morning,330ml,5123,71,5052,Dubai Hub,2906,Al Ain,Company Truck,Retail,4068.4,2041.3,12,99.21,7725.2,24.9
3/18/2024,Abu Dhabi Main,Line B,Morning,500ml,3091,77,3014,Khalifa City,1796,Sharjah,Contractor,Online,3232.8,1624.1,10,62.28,4618.6,23.3
3/18/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,1026,9,1017,Dubai Hub,542,Abu Dhabi,Company Truck,Retail,10840,6504.9,7,40.9,15404.13,25.2
3/18/2024,Abu Dhabi Main,Line B,Evening,330ml,4318,76,4242,Dubai Hub,2544,Abu Dhabi,Company Truck,Subscription,3561.6,1788.4,6,104.17,6500.81,24.4
3/18/2024,Abu Dhabi Main,Line B,Evening,500ml,2638,76,2562,Mussafah,1468,Abu Dhabi,Company Truck,Retail,2642.4,1328.8,2,33.6,3925.96,25.1
3/18/2024,Abu Dhabi Main,Line B,Night,5 Gallon,685,4,681,Dubai Hub,356,Abu Dhabi,Third-party Logistics,Subscription,7120,4272.4,17,20.94,10318.26,26.2
3/18/2024,Abu Dhabi Main,Line B,Night,330ml,4119,66,4053,Dubai Hub,2397,Al Ain,Contractor,Subscription,3355.8,1684.5,10,81.62,6224.12,25.5
3/18/2024,Abu Dhabi Main,Line B,Night,500ml,5411,95,5316,Khalifa City,3107,Abu Dhabi,Contractor,Wholesale,5592.6,2805.8,8,96.46,8079.76,26.1
3/18/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,1093,10,1083,Dubai Hub,592,Abu Dhabi,Third-party Logistics,Retail,11840,7105,13,38.41,16399.01,26.9
3/18/2024,Abu Dhabi Main,Line C,Morning,330ml,3772,101,3671,Dubai Hub,2095,Dubai,Contractor,Retail,2933,1476.6,5,86.59,5683.33,25.8
3/18/2024,Abu Dhabi Main,Line C,Morning,500ml,2414,32,2382,Khalifa City,1366,Dubai,Third-party Logistics,Retail,2458.8,1232.6,3,52.24,3662.11,25.6
3/18/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,538,3,535,Khalifa City,283,Abu Dhabi,Contractor,Retail,5660,3396.3,5,40.38,8092.92,26.2
3/18/2024,Abu Dhabi Main,Line C,Evening,330ml,2272,23,2249,Khalifa City,1292,Sharjah,Third-party Logistics,Wholesale,1808.8,906.7,8,63.83,3421.84,27.9
3/18/2024,Abu Dhabi Main,Line C,Evening,500ml,2509,56,2453,Mussafah,1399,Al Ain,Company Truck,Retail,2518.2,1264.7,6,38.37,3750.67,25.7
3/18/2024,Abu Dhabi Main,Line C,Night,5 Gallon,1106,6,1100,Khalifa City,583,Dubai,Third-party Logistics,Wholesale,11660,6996.6,11,65.82,16586.96,26.9
3/18/2024,Abu Dhabi Main,Line C,Night,330ml,4660,97,4563,Dubai Hub,2673,Sharjah,Third-party Logistics,Retail,3742.2,1880.8,12,73.51,6995.14,25.1
3/18/2024,Abu Dhabi Main,Line C,Night,500ml,4509,120,4389,Abu Dhabi Port,2590,Abu Dhabi,Company Truck,Wholesale,4662,2343,10,83.73,6740.58,24
3/18/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,515,4,511,Abu Dhabi Port,267,Sharjah,Contractor,Retail,5340,3204.4,8,25.98,7718.9,25.6
3/18/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,2266,33,2233,Mussafah,1296,Other UAE,Third-party Logistics,Wholesale,1814.4,910.5,11,47.31,3424.48,25.4
3/18/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,2381,23,2358,Abu Dhabi Port,1382,Dubai,Company Truck,Online,2487.6,1246.1,5,38.93,3606.19,24.8
3/18/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,1003,8,995,Abu Dhabi Port,547,Other UAE,Contractor,Wholesale,10940,6564.8,6,34.61,15073.41,24.2
3/18/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,3123,34,3089,Abu Dhabi Port,1784,Other UAE,Company Truck,Online,2497.6,1252.2,7,68.53,4657.76,25
3/18/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,3491,55,3436,Dubai Hub,2057,Al Ain,Company Truck,Retail,3702.6,1856.8,6,78.99,5246.6,24.4
3/18/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,821,7,814,Dubai Hub,442,Dubai,Third-party Logistics,Retail,8840,5304.7,9,32.36,12342.63,26.3
3/18/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,3688,97,3591,Mussafah,2136,Dubai,Company Truck,Retail,2990.4,1504.9,9,60.87,5542.39,24.4
3/18/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,5888,157,5731,Mussafah,3343,Sharjah,Third-party Logistics,Retail,6017.4,3024.4,10,109.17,8786.56,23.1
3/18/2024,Abu Dhabi Main,Bottling Line 2,Morning,5 Gallon,851,7,844,Khalifa City,454,Dubai,Company Truck,Wholesale,9080,5448.7,5,61.02,12768.79,27.9
3/18/2024,Abu Dhabi Main,Bottling Line 2,Morning,330ml,3114,55,3059,Dubai Hub,1760,Abu Dhabi,Company Truck,Retail,2464,1237.5,5,65.6,4667.32,27.4
3/18/2024,Abu Dhabi Main,Bottling Line 2,Morning,500ml,3613,85,3528,Mussafah,2068,Dubai,Third-party Logistics,Retail,3722.4,1869.7,3,90.43,5392.45,25.6
3/18/2024,Abu Dhabi Main,Bottling Line 2,Evening,5 Gallon,535,4,531,Abu Dhabi Port,280,Al Ain,Third-party Logistics,Subscription,5600,3360.4,6,28.94,7993.48,26.2
3/18/2024,Abu Dhabi Main,Bottling Line 2,Evening,330ml,2636,42,2594,Mussafah,1487,Sharjah,Company Truck,Retail,2081.8,1045.1,5,43.68,3933.56,25.1
3/18/2024,Abu Dhabi Main,Bottling Line 2,Evening,500ml,4664,77,4587,Abu Dhabi Port,2695,Dubai,Third-party Logistics,Retail,4851,2433.2,4,74.13,6955.14,25.4
3/18/2024,Abu Dhabi Main,Bottling Line 2,Night,5 Gallon,1071,6,1065,Abu Dhabi Port,578,Abu Dhabi,Company Truck,Wholesale,11560,6936.6,6,42.13,16059.33,25.2
3/18/2024,Abu Dhabi Main,Bottling Line 2,Night,330ml,2934,52,2882,Dubai Hub,1665,Abu Dhabi,Contractor,Wholesale,2331,1170.7,8,44.1,4415.1,25.6
3/18/2024,Abu Dhabi Main,Bottling Line 2,Night,500ml,4164,89,4075,Khalifa City,2371,Dubai,Company Truck,Retail,4267.8,2142.8,8,76.34,6239.99,26.6
3/19/2024,Abu Dhabi Main,Line A,Morning,5 Gallon,1027,6,1021,Khalifa City,534,Abu Dhabi,Third-party Logistics,Retail,10680,6408.6,7,31.65,15421.1,24.1
3/19/2024,Abu Dhabi Main,Line A,Morning,330ml,3776,90,3686,Mussafah,2116,Sharjah,Company Truck,Retail,2962.4,1490.2,10,83.47,5653.04,24.2
3/19/2024,Abu Dhabi Main,Line A,Morning,500ml,2086,36,2050,Khalifa City,1195,Sharjah,Contractor,Retail,2151,1079.1,4,50.5,3154.07,25.4
3/19/2024,Abu Dhabi Main,Line A,Evening,5 Gallon,896,8,888,Dubai Hub,484,Abu Dhabi,Third-party Logistics,Retail,9680,5808.8,11,61.07,13417.83,26.1
3/19/2024,Abu Dhabi Main,Line A,Evening,330ml,3530,67,3463,Mussafah,1995,Other UAE,Third-party Logistics,Retail,2793,1403.2,9,88.09,5246.79,25.7
3/19/2024,Abu Dhabi Main,Line A,Evening,500ml,4494,95,4399,Dubai Hub,2538,Al Ain,Contractor,Retail,4568.4,2293.7,6,107.81,6731.93,23.4
3/19/2024,Abu Dhabi Main,Line A,Night,5 Gallon,619,4,615,Khalifa City,326,Abu Dhabi,Third-party Logistics,Wholesale,6520,3912.4,10,36.07,9299.56,26.1
3/19/2024,Abu Dhabi Main,Line A,Night,330ml,3127,78,3049,Khalifa City,1766,Dubai,Third-party Logistics,Retail,2472.4,1244,13,80.69,4656.61,26.2
3/19/2024,Abu Dhabi Main,Line A,Night,500ml,4073,108,3965,Mussafah,2364,Abu Dhabi,Company Truck,Subscription,4255.2,2138.4,11,83.23,6142.14,25.1
3/19/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,1228,7,1221,Abu Dhabi Port,661,Al Ain,Contractor,Retail,13220,7932.7,8,55.48,18424.83,25.2
3/19/2024,Abu Dhabi Main,Line B,Morning,330ml,4880,67,4813,Mussafah,2800,Dubai,Contractor,Subscription,3920,1966.7,7,98.25,7289.29,26
3/19/2024,Abu Dhabi Main,Line B,Morning,500ml,4441,56,4385,Dubai Hub,2553,Abu Dhabi,Contractor,Retail,4595.4,2303.3,3,86.62,6708.17,27.1
3/19/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,915,8,907,Abu Dhabi Port,481,Sharjah,Contractor,Wholesale,9620,5772.8,6,50.66,13710.75,24.6
3/19/2024,Abu Dhabi Main,Line B,Evening,330ml,4438,109,4329,Abu Dhabi Port,2510,Abu Dhabi,Company Truck,Retail,3514,1767.9,6,75.31,6651.47,23.6
3/19/2024,Abu Dhabi Main,Line B,Evening,500ml,3736,61,3675,Abu Dhabi Port,2187,Sharjah,Contractor,Wholesale,3936.6,1974.4,6,92.82,5640.89,26
3/19/2024,Abu Dhabi Main,Line B,Night,5 Gallon,734,6,728,Mussafah,383,Abu Dhabi,Contractor,Subscription,7660,4596.6,15,24.74,11006.13,25.4
3/19/2024,Abu Dhabi Main,Line B,Night,330ml,5481,138,5343,Abu Dhabi Port,3193,Abu Dhabi,Company Truck,Retail,4470.2,2248.9,6,110.94,8240.23,24.6
3/19/2024,Abu Dhabi Main,Line B,Night,500ml,4212,76,4136,Khalifa City,2461,Abu Dhabi,Contractor,Wholesale,4429.8,2222.5,4,73.92,6299.85,24.9
3/19/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,1028,8,1020,Mussafah,545,Al Ain,Third-party Logistics,Wholesale,10900,6540.8,6,33.69,15460.26,26.4
3/19/2024,Abu Dhabi Main,Line C,Morning,330ml,5155,151,5004,Abu Dhabi Port,2904,Abu Dhabi,Company Truck,Retail,4065.6,2047.9,8,106.97,7719.72,26.3
3/19/2024,Abu Dhabi Main,Line C,Morning,500ml,5693,135,5558,Mussafah,3312,Other UAE,Contractor,Wholesale,5961.6,2994.3,1,99.56,8492.08,24.5
3/19/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,1199,7,1192,Abu Dhabi Port,629,Abu Dhabi,Company Truck,Retail,12580,7548.7,8,73.66,18011.84,26
3/19/2024,Abu Dhabi Main,Line C,Evening,330ml,3528,91,3437,Khalifa City,1968,Abu Dhabi,Company Truck,Retail,2755.2,1386.7,4,73.29,5324.24,25.9
3/19/2024,Abu Dhabi Main,Line C,Evening,500ml,1946,24,1922,Dubai Hub,1140,Dubai,Contractor,Retail,2052,1028.4,7,56.63,2914.64,22.9
3/19/2024,Abu Dhabi Main,Line C,Night,5 Gallon,1075,8,1067,Abu Dhabi Port,559,Al Ain,Company Truck,Subscription,11180,6708.8,11,71.17,16113.8,25.7
3/19/2024,Abu Dhabi Main,Line C,Night,330ml,2598,47,2551,Mussafah,1455,Sharjah,Company Truck,Retail,2037,1023.2,6,57.3,3875.58,26.9
3/19/2024,Abu Dhabi Main,Line C,Night,500ml,5315,95,5220,Mussafah,3085,Dubai,Contractor,Retail,5553,2786,7,104.24,7946.71,24.9
3/19/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,1205,8,1197,Khalifa City,645,Abu Dhabi,Contractor,Subscription,12900,7740.8,8,48.56,18035.79,25.8
3/19/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,3161,88,3073,Dubai Hub,1782,Abu Dhabi,Third-party Logistics,Wholesale,2494.8,1256.2,9,66.59,4757.39,26.1
3/19/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,2721,78,2643,Dubai Hub,1508,Dubai,Contractor,Wholesale,2714.4,1365,2,49.7,4098.26,27.8
3/19/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,732,6,726,Abu Dhabi Port,386,Al Ain,Third-party Logistics,Retail,7720,4632.6,5,22.37,10936.97,23
3/19/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,3236,36,3200,Khalifa City,1834,Dubai,Company Truck,Wholesale,2567.6,1287.4,9,70.39,4852.43,27
3/19/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,3588,81,3507,Dubai Hub,2058,Sharjah,Contractor,Retail,3704.4,1860.3,8,52.32,5408.63,25.2
3/19/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,919,8,911,Abu Dhabi Port,483,Dubai,Company Truck,Retail,9660,5796.8,14,29.06,13748.37,25.3
3/19/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,5749,140,5609,Khalifa City,3270,Sharjah,Company Truck,Wholesale,4578,2303,4,100.56,8667.57,25.5
3/19/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,3057,34,3023,Abu Dhabi Port,1806,Dubai,Company Truck,Wholesale,3250.8,1628.8,12,80.16,4560.9,27
3/19/2024,Abu Dhabi Main,Bottling Line 2,Morning,5 Gallon,795,5,790,Khalifa City,419,Abu Dhabi,Company Truck,Online,8380,5028.5,9,22.48,11887.74,26.2
3/19/2024,Abu Dhabi Main,Bottling Line 2,Morning,330ml,2863,70,2793,Khalifa City,1653,Abu Dhabi,Contractor,Retail,2314.2,1164.1,5,48.12,4304.54,26.9
3/19/2024,Abu Dhabi Main,Bottling Line 2,Morning,500ml,2753,76,2677,Abu Dhabi Port,1565,Al Ain,Company Truck,Subscription,2817,1416.1,1,42.64,4084.83,25
3/19/2024,Abu Dhabi Main,Bottling Line 2,Evening,5 Gallon,751,6,745,Mussafah,409,Abu Dhabi,Third-party Logistics,Retail,8180,4908.6,2,29.43,11267.45,24.1
3/19/2024,Abu Dhabi Main,Bottling Line 2,Evening,330ml,3361,71,3290,Khalifa City,1919,Other UAE,Company Truck,Retail,2686.6,1350.4,7,83.54,5088.49,27.5
3/19/2024,Abu Dhabi Main,Bottling Line 2,Evening,500ml,5825,78,5747,Khalifa City,3395,Dubai,Third-party Logistics,Wholesale,6111,3063.3,4,100.18,8695.5,24.7
3/19/2024,Abu Dhabi Main,Bottling Line 2,Night,5 Gallon,562,3,559,Abu Dhabi Port,296,Abu Dhabi,Company Truck,Retail,5920,3552.3,10,21.09,8464.02,26.9
3/19/2024,Abu Dhabi Main,Bottling Line 2,Night,330ml,3121,54,3067,Mussafah,1783,Abu Dhabi,Company Truck,Wholesale,2496.2,1253.5,10,43.48,4655.69,26.6
3/19/2024,Abu Dhabi Main,Bottling Line 2,Night,500ml,2878,83,2795,Abu Dhabi Port,1603,Al Ain,Third-party Logistics,Retail,2885.4,1451,9,68.62,4348.7,26.1
3/20/2024,Abu Dhabi Main,Line A,Morning,5 Gallon,680,6,674,Mussafah,361,Dubai,Contractor,Wholesale,7220,4332.6,9,17.09,10192.28,27.7
3/20/2024,Abu Dhabi Main,Line A,Morning,330ml,5195,67,5128,Mussafah,3035,Sharjah,Contractor,Online,4249,2131.2,7,89.87,7837.76,25
3/20/2024,Abu Dhabi Main,Line A,Morning,500ml,4581,61,4520,Dubai Hub,2684,Dubai,Company Truck,Retail,4831.2,2421.7,9,102.64,6854.48,23.9
3/20/2024,Abu Dhabi Main,Line A,Evening,5 Gallon,541,4,537,Khalifa City,284,Sharjah,Company Truck,Online,5680,3408.4,5,39.77,8095.04,26.9
3/20/2024,Abu Dhabi Main,Line A,Evening,330ml,4854,58,4796,Abu Dhabi Port,2756,Sharjah,Contractor,Retail,3858.4,1935,7,98.14,7279.65,24.9
3/20/2024,Abu Dhabi Main,Line A,Evening,500ml,2771,51,2720,Abu Dhabi Port,1613,Other UAE,Contractor,Retail,2903.4,1456.8,5,43.97,4116.45,24.6
3/20/2024,Abu Dhabi Main,Line A,Night,5 Gallon,1117,7,1110,Khalifa City,604,Dubai,Company Truck,Retail,12080,7248.7,10,43.34,16768.38,26
3/20/2024,Abu Dhabi Main,Line A,Night,330ml,2068,54,2014,Mussafah,1152,Al Ain,Company Truck,Retail,1612.8,811.8,9,50.86,3129.64,26.3
3/20/2024,Abu Dhabi Main,Line A,Night,500ml,4658,104,4554,Mussafah,2632,Dubai,Company Truck,Wholesale,4737.6,2379.2,5,83.84,7011.51,25.4
3/20/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,876,8,868,Dubai Hub,456,Abu Dhabi,Company Truck,Retail,9120,5472.8,5,45.3,13104,23.4
3/20/2024,Abu Dhabi Main,Line B,Morning,330ml,2198,53,2145,Mussafah,1262,Dubai,Contractor,Retail,1766.8,888.7,6,39.28,3331.93,26.7
3/20/2024,Abu Dhabi Main,Line B,Morning,500ml,4306,53,4253,Mussafah,2489,Dubai,Company Truck,Retail,4480.2,2245.4,5,82.24,6462.09,26.3
3/20/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,977,9,968,Dubai Hub,527,Abu Dhabi,Third-party Logistics,Retail,10540,6324.9,10,35,14635.54,24.2
3/20/2024,Abu Dhabi Main,Line B,Evening,330ml,1801,27,1774,Dubai Hub,1059,Dubai,Company Truck,Wholesale,1482.6,744,9,45.75,2694.63,24.7
3/20/2024,Abu Dhabi Main,Line B,Evening,500ml,3443,98,3345,Abu Dhabi Port,1933,Al Ain,Third-party Logistics,Retail,3479.4,1749.5,6,55.49,5165,26.1
3/20/2024,Abu Dhabi Main,Line B,Night,5 Gallon,904,6,898,Mussafah,475,Dubai,Company Truck,Online,9500,5700.6,11,32.82,13528.04,24.3
3/20/2024,Abu Dhabi Main,Line B,Night,330ml,5294,76,5218,Khalifa City,3063,Dubai,Company Truck,Subscription,4288.2,2151.7,2,114.71,7917.86,24.2
3/20/2024,Abu Dhabi Main,Line B,Night,500ml,2459,47,2412,Dubai Hub,1374,Abu Dhabi,Contractor,Retail,2473.2,1241.3,4,29.94,3673.65,25.7
3/20/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,1223,11,1212,Khalifa City,645,Other UAE,Contractor,Wholesale,12900,7741.1,3,52.56,18307.84,22.8
3/20/2024,Abu Dhabi Main,Line C,Morning,330ml,2555,61,2494,Mussafah,1449,Dubai,Contractor,Retail,2028.6,1020.4,3,61.99,3828.59,23.5
3/20/2024,Abu Dhabi Main,Line C,Morning,500ml,3008,70,2938,Abu Dhabi Port,1715,Abu Dhabi,Contractor,Wholesale,3087,1550.5,14,40.82,4528.76,25.9
3/20/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,1164,9,1155,Khalifa City,625,Abu Dhabi,Company Truck,Retail,12500,7500.9,4,51.13,17414.59,25.3
3/20/2024,Abu Dhabi Main,Line C,Evening,330ml,2593,51,2542,Mussafah,1522,Al Ain,Company Truck,Retail,2130.8,1070.5,6,43.64,3911.93,25.7
3/20/2024,Abu Dhabi Main,Line C,Evening,500ml,4005,43,3962,Dubai Hub,2358,Abu Dhabi,Contractor,Retail,4244.4,2126.5,7,76.84,6034.96,26.8
3/20/2024,Abu Dhabi Main,Line C,Night,5 Gallon,1187,7,1180,Dubai Hub,645,Dubai,Company Truck,Wholesale,12900,7740.7,12,53.73,17795.29,26.7
3/20/2024,Abu Dhabi Main,Line C,Night,330ml,4750,114,4636,Abu Dhabi Port,2644,Dubai,Company Truck,Retail,3701.6,1862.2,8,107.36,7077.24,25.6
3/20/2024,Abu Dhabi Main,Line C,Night,500ml,2948,85,2863,Khalifa City,1668,Dubai,Contractor,Subscription,3002.4,1509.7,15,42.74,4440.6,24.1
3/20/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,1136,7,1129,Abu Dhabi Port,611,Dubai,Third-party Logistics,Subscription,12220,7332.7,3,63.5,17006.96,25.8
3/20/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,3431,35,3396,Abu Dhabi Port,1956,Dubai,Contractor,Wholesale,2738.4,1372.7,7,79.7,5133.32,24.9
3/20/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,3180,64,3116,Khalifa City,1837,Abu Dhabi,Contractor,Wholesale,3306.6,1659.7,5,80.45,4809.37,26.7
3/20/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,677,6,671,Khalifa City,357,Abu Dhabi,Third-party Logistics,Retail,7140,4284.6,7,36.13,10143.61,25.1
3/20/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,3967,40,3927,Khalifa City,2322,Abu Dhabi,Third-party Logistics,Online,3250.8,1629.4,9,76.81,5950.31,24.1
3/20/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,2402,27,2375,Mussafah,1405,Abu Dhabi,Company Truck,Wholesale,2529,1267.2,5,63.1,3562.02,26.1
3/20/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,583,3,580,Mussafah,304,Abu Dhabi,Third-party Logistics,Retail,6080,3648.3,9,40.64,8759.25,24.5
3/20/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,4809,55,4754,Dubai Hub,2831,Sharjah,Company Truck,Retail,3963.4,1987.2,8,94.11,7205.55,24.9
3/20/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,4879,138,4741,Mussafah,2783,Abu Dhabi,Contractor,Wholesale,5009.4,2518.5,10,110.72,7289.14,25.3
3/20/2024,Abu Dhabi Main,Bottling Line 2,Morning,5 Gallon,765,7,758,Mussafah,403,Abu Dhabi,Company Truck,Subscription,8060,4836.7,10,23,11443.51,27
3/20/2024,Abu Dhabi Main,Bottling Line 2,Morning,330ml,4404,90,4314,Dubai Hub,2571,Abu Dhabi,Company Truck,Retail,3599.4,1808.7,4,93.48,6633.88,23.4
3/20/2024,Abu Dhabi Main,Bottling Line 2,Morning,500ml,2445,54,2391,Khalifa City,1426,Dubai,Third-party Logistics,Online,2566.8,1288.8,10,55.86,3685.01,25.6
3/20/2024,Abu Dhabi Main,Bottling Line 2,Evening,5 Gallon,691,6,685,Dubai Hub,359,Abu Dhabi,Contractor,Retail,7180,4308.6,6,52.69,10375.05,27.3
3/20/2024,Abu Dhabi Main,Bottling Line 2,Evening,330ml,3275,85,3190,Mussafah,1865,Sharjah,Company Truck,Wholesale,2611,1314,8,61.96,4875.81,26
3/20/2024,Abu Dhabi Main,Bottling Line 2,Evening,500ml,4019,102,3917,Khalifa City,2268,Al Ain,Contractor,Retail,4082.4,2051.4,5,73.89,5983.72,22.7
3/20/2024,Abu Dhabi Main,Bottling Line 2,Night,5 Gallon,834,7,827,Khalifa City,437,Abu Dhabi,Company Truck,Online,8740,5244.7,7,30.1,12466.67,24
3/20/2024,Abu Dhabi Main,Bottling Line 2,Night,330ml,4893,106,4787,Mussafah,2757,Other UAE,Third-party Logistics,Wholesale,3859.8,1940.5,12,115.56,7348.34,26.6
3/20/2024,Abu Dhabi Main,Bottling Line 2,Night,500ml,3699,41,3658,Khalifa City,2137,Al Ain,Contractor,Retail,3846.6,1927.4,7,83.26,5571.06,27.7
3/21/2024,Abu Dhabi Main,Line A,Morning,5 Gallon,503,4,499,Abu Dhabi Port,273,Abu Dhabi,Company Truck,Wholesale,5460,3276.4,2,27.67,7544.21,27.1
3/21/2024,Abu Dhabi Main,Line A,Morning,330ml,5008,104,4904,Mussafah,2883,Abu Dhabi,Company Truck,Wholesale,4036.2,2028.5,8,91.89,7514.84,24.7
3/21/2024,Abu Dhabi Main,Line A,Morning,500ml,2721,72,2649,Mussafah,1511,Other UAE,Company Truck,Retail,2719.8,1367.1,4,40.07,4101.09,26.3
3/21/2024,Abu Dhabi Main,Line A,Evening,5 Gallon,980,8,972,Khalifa City,533,Abu Dhabi,Company Truck,Online,10660,6396.8,3,44.93,14694.88,24
3/21/2024,Abu Dhabi Main,Line A,Evening,330ml,3476,57,3419,Khalifa City,1988,Dubai,Company Truck,Online,2783.2,1397.3,5,85.92,5250.64,25.9
3/21/2024,Abu Dhabi Main,Line A,Evening,500ml,1708,39,1669,Mussafah,999,Abu Dhabi,Company Truck,Retail,1798.2,903,5,51.1,2520.99,25
3/21/2024,Abu Dhabi Main,Line A,Night,5 Gallon,1058,6,1052,Abu Dhabi Port,566,Abu Dhabi,Company Truck,Online,11320,6792.6,8,40.23,15844.73,25.3
3/21/2024,Abu Dhabi Main,Line A,Night,330ml,3414,78,3336,Mussafah,1960,Dubai,Company Truck,Retail,2744,1379.8,11,64.76,5101.77,25.4
3/21/2024,Abu Dhabi Main,Line A,Night,500ml,4294,70,4224,Abu Dhabi Port,2420,Sharjah,Company Truck,Subscription,4356,2185,7,69.39,6427.59,25.2
3/21/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,944,8,936,Dubai Hub,498,Al Ain,Contractor,Online,9960,5976.8,11,35.52,14116.45,26.3
3/21/2024,Abu Dhabi Main,Line B,Morning,330ml,3182,80,3102,Abu Dhabi Port,1855,Abu Dhabi,Third-party Logistics,Wholesale,2597,1306.5,6,70.39,4742.63,24.3
3/21/2024,Abu Dhabi Main,Line B,Morning,500ml,4001,52,3949,Dubai Hub,2285,Abu Dhabi,Contractor,Retail,4113,2061.7,7,96.72,5960.08,26.9
3/21/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,877,7,870,Mussafah,461,Dubai,Company Truck,Retail,9220,5532.7,4,25.8,13165.57,23.9
3/21/2024,Abu Dhabi Main,Line B,Evening,330ml,3091,80,3011,Khalifa City,1795,Abu Dhabi,Contractor,Retail,2513,1264.5,10,71.69,4598.47,26.4
3/21/2024,Abu Dhabi Main,Line B,Evening,500ml,4603,116,4487,Khalifa City,2569,Abu Dhabi,Company Truck,Retail,4624.2,2323.7,4,81.62,6907.7,25.9
3/21/2024,Abu Dhabi Main,Line B,Night,5 Gallon,1194,7,1187,Mussafah,636,Al Ain,Company Truck,Wholesale,12720,7632.7,11,62.62,17860.79,25.9
3/21/2024,Abu Dhabi Main,Line B,Night,330ml,4323,125,4198,Mussafah,2430,Abu Dhabi,Company Truck,Retail,3402,1713.5,10,102.69,6459.22,25.1
3/21/2024,Abu Dhabi Main,Line B,Night,500ml,5335,129,5206,Mussafah,2970,Dubai,Contractor,Subscription,5346,2685.9,11,114.38,8009.95,26
3/21/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,951,8,943,Khalifa City,514,Abu Dhabi,Company Truck,Retail,10280,6168.8,7,64.25,14255.02,25
3/21/2024,Abu Dhabi Main,Line C,Morning,330ml,1805,41,1764,Dubai Hub,1024,Sharjah,Company Truck,Wholesale,1433.6,720.9,4,24.81,2671.41,24.7
3/21/2024,Abu Dhabi Main,Line C,Morning,500ml,3827,77,3750,Abu Dhabi Port,2241,Abu Dhabi,Company Truck,Subscription,4033.8,2024.6,5,93.89,5768.29,27.6
